,Year,Round,Status,statusId,Count
835,2016,15,Overheating,25,1
836,2016,15,Withdrew,54,1
837,2016,16,Finished,1,11
838,2016,16,Collision,4,1
839,2016,16,Engine,5,1
840,2016,16,+1 Lap,11,5
841,2016,16,Brakes,23,2
842,2016,16,Wheel nut,61,1
843,2016,16,Power loss,75,1
844,2016,17,Finished,1,11
845,2016,17,+1 Lap,11,11
846,2016,18,Finished,1,6
847,2016,18,Collision,4,1
848,2016,18,Gearbox,6,1
849,2016,18,+1 Lap,11,11
850,2016,18,+2 Laps,12,1
851,2016,18,Brakes,23,1
852,2016,18,Wheel,36,1
853,2016,19,Finished,1,10
854,2016,19,Collision,4,1
855,2016,19,+1 Lap,11,10
856,2016,19,+2 Laps,12,1
857,2016,20,Finished,1,16
858,2016,20,Collision,4,3
859,2016,20,Retired,31,1
860,2016,20,Withdrew,54,1
861,2016,20,Collision damage,130,1
862,2016,21,Finished,1,12
863,2016,21,Gearbox,6,1
864,2016,21,+1 Lap,11,5
865,2016,21,Suspension,22,3
866,2016,21,Collision damage,130,1
867,2017,1,Finished,1,6
868,2017,1,Hydraulics,9,1
869,2017,1,+1 Lap,11,5
870,2017,1,+2 Laps,12,2
871,2017,1,Suspension,22,1
872,2017,1,Brakes,23,2
873,2017,1,Water leak,47,1
874,2017,1,Vibrations,76,1
875,2017,1,Power Unit,131,1
876,2017,2,Finished,1,7
877,2017,2,Accident,3,1
878,2017,2,Collision,4,1
879,2017,2,Hydraulics,9,1
880,2017,2,+1 Lap,11,8
881,2017,2,Driveshaft,30,1
882,2017,2,Fuel pressure,32,1
883,2017,3,Finished,1,10
884,2017,3,Collision,4,2
885,2017,3,Gearbox,6,1
886,2017,3,Electrical,10,1
887,2017,3,+1 Lap,11,3
888,2017,3,Brakes,23,1
889,2017,3,Power Unit,131,2
890,2017,4,Finished,1,8
891,2017,4,Collision,4,2
892,2017,4,+1 Lap,11,7
893,2017,4,+2 Laps,12,1
894,2017,4,Brakes,23,1
895,2017,4,Power Unit,131,1
896,2017,5,Finished,1,3
897,2017,5,Collision,4,1
898,2017,5,+1 Lap,11,7
899,2017,5,+2 Laps,12,6
900,2017,5,Collision damage,130,2
901,2017,5,Power Unit,131,1
902,2017,6,Finished,1,13
903,2017,6,Accident,3,2
904,2017,6,Collision,4,1
905,2017,6,Gearbox,6,1
906,2017,6,Brakes,23,1
907,2017,6,Collision damage,130,2
908,2017,7,Finished,1,8
909,2017,7,Collision,4,2
910,2017,7,Electrical,10,1
911,2017,7,+1 Lap,11,6
912,2017,7,+2 Laps,12,1
913,2017,7,Power Unit,131,2
914,2017,8,Finished,1,12
915,2017,8,Accident,3,1
916,2017,8,+1 Lap,11,1
917,2017,8,Suspension,22,1
918,2017,8,Water pressure,34,1
919,2017,8,Oil pressure,51,1
920,2017,8,Battery,84,1
921,2017,8,Power Unit,131,1
922,2017,8,Seat,136,1
923,2017,9,Finished,1,6
924,2017,9,Engine,5,1
925,2017,9,Hydraulics,9,1
926,2017,9,+1 Lap,11,8
927,2017,9,+2 Laps,12,1
928,2017,9,+3 Laps,13,1
929,2017,9,Collision damage,130,2
930,2017,10,Finished,1,7
931,2017,10,Hydraulics,9,1
932,2017,10,+1 Lap,11,10
933,2017,10,Collision damage,130,1
934,2017,10,Power Unit,131,1
935,2017,11,Finished,1,6
936,2017,11,Collision,4,1
937,2017,11,+1 Lap,11,8
938,2017,11,+2 Laps,12,2
939,2017,11,Brakes,23,1
940,2017,11,Oil leak,44,1
941,2017,11,Wheel nut,61,1
942,2017,12,Finished,1,16
943,2017,12,Collision,4,1
944,2017,12,Engine,5,2
945,2017,12,Gearbox,6,1
946,2017,13,Finished,1,9
947,2017,13,Engine,5,2
948,2017,13,Gearbox,6,2
949,2017,13,+1 Lap,11,6
950,2017,13,+2 Laps,12,1
951,2017,14,Finished,1,11
952,2017,14,Accident,3,5
953,2017,14,Engine,5,2
954,2017,14,+2 Laps,12,1
955,2017,14,Collision damage,130,1
956,2017,15,Finished,1,6
957,2017,15,Engine,5,1
958,2017,15,+1 Lap,11,11
959,2017,15,+2 Laps,12,1
960,2017,15,Battery,84,1
961,2017,16,Finished,1,9
962,2017,16,Accident,3,2
963,2017,16,+1 Lap,11,5
964,2017,16,+2 Laps,12,1
965,2017,16,Front wing,33,1
966,2017,16,Wheel,36,1
967,2017,16,Spark plugs,105,1
968,2017,17,Finished,1,7
969,2017,17,Collision,4,1
970,2017,17,Engine,5,3
971,2017,17,+1 Lap,11,9
972,2017,18,Finished,1,4
973,2017,18,Engine,5,4
974,2017,18,Electrical,10,1
975,2017,18,+1 Lap,11,9
976,2017,18,+2 Laps,12,2
977,2017,19,Finished,1,9
978,2017,19,Accident,3,3
979,2017,19,Engine,5,1
980,2017,19,+1 Lap,11,5
981,2017,19,+2 Laps,12,2
982,2017,20,Finished,1,8
983,2017,20,Hydraulics,9,1
984,2017,20,+1 Lap,11,10
985,2017,20,Wheel,36,1
986,2018,1,Finished,1,14
987,2018,1,Engine,5,1
988,2018,1,+1 Lap,11,1
989,2018,1,Brakes,23,1
990,2018,1,Wheel,36,2
991,2018,1,Steering,38,1
992,2018,2,Finished,1,6
993,2018,2,Electrical,10,1
994,2018,2,+1 Lap,11,11
995,2018,2,Puncture,29,1
996,2018,2,Wheel,36,1
997,2018,3,Finished,1,19
998,2018,3,Collision damage,130,1
999,2018,4,Finished,1,13
1000,2018,4,Accident,3,2
1001,2018,4,Collision,4,4
1002,2018,4,Puncture,29,1
1003,2018,5,Finished,1,5
1004,2018,5,Collision,4,3
1005,2018,5,Gearbox,6,1
1006,2018,5,+1 Lap,11,3
1007,2018,5,+2 Laps,12,5
1008,2018,5,+3 Laps,13,1
1009,2018,5,Oil leak,44,1
1010,2018,5,Turbo,101,1
1011,2018,6,Finished,1,13
1012,2018,6,Collision,4,2
1013,2018,6,Gearbox,6,1
1014,2018,6,+1 Lap,11,3
1015,2018,6,+2 Laps,12,1
1016,2018,7,Finished,1,6
1017,2018,7,Collision,4,2
1018,2018,7,+1 Lap,11,8
1019,2018,7,+2 Laps,12,3
1020,2018,7,Exhaust,43,1
1021,2018,8,Finished,1,10
1022,2018,8,Collision,4,2
1023,2018,8,Engine,5,1
1024,2018,8,+1 Lap,11,5
1025,2018,8,Puncture,29,1
1026,2018,8,Wheel,36,1
1027,2018,9,Finished,1,3
1028,2018,9,Engine,5,1
1029,2018,9,Hydraulics,9,2
1030,2018,9,+1 Lap,11,9
1031,2018,9,+2 Laps,12,2
1032,2018,9,Fuel pressure,32,1
1033,2018,9,Exhaust,43,1
1034,2018,9,Collision damage,130,1
1035,2018,10,Finished,1,14
1036,2018,10,Accident,3,1
1037,2018,10,Collision,4,2
1038,2018,10,Brakes,23,1
1039,2018,10,Tyre,27,1
1040,2018,10,Power Unit,131,1
1041,2018,11,Finished,1,13
1042,2018,11,Accident,3,1
1043,2018,11,Engine,5,3
1044,2018,11,+1 Lap,11,2
1045,2018,11,Retired,31,1
1046,2018,12,Finished,1,6
1047,2018,12,Gearbox,6,1
1048,2018,12,+1 Lap,11,8
1049,2018,12,+2 Laps,12,3
1050,2018,12,Suspension,22,1
1051,2018,12,Power loss,75,1
1052,2018,13,Finished,1,9
1053,2018,13,Accident,3,3
1054,2018,13,+1 Lap,11,6
1055,2018,13,Brakes,23,1
1056,2018,13,Retired,31,1
1057,2018,14,Finished,1,8
1058,2018,14,Disqualified,2,1
1059,2018,14,Engine,5,2
1060,2018,14,+1 Lap,11,8
1061,2018,14,Brakes,23,1
1062,2018,15,Finished,1,7
1063,2018,15,Collision,4,1
1064,2018,15,+1 Lap,11,10
1065,2018,15,+2 Laps,12,2
1066,2018,16,Finished,1,7
1067,2018,16,+1 Lap,11,8
1068,2018,16,+2 Laps,12,3
1069,2018,16,Brakes,23,2
1070,2018,17,Finished,1,9
1071,2018,17,Engine,5,1
1072,2018,17,+1 Lap,11,8
1073,2018,17,Mechanical,26,1
1074,2018,17,Collision damage,130,1
1075,2018,18,Finished,1,8
1076,2018,18,Disqualified,2,2
1077,2018,18,Collision,4,1
1078,2018,18,+1 Lap,11,5
1079,2018,18,+2 Laps,12,1
1080,2018,18,Battery,84,1
1081,2018,18,Collision damage,130,2
1082,2018,19,Finished,1,4
1083,2018,19,Engine,5,2
1084,2018,19,+1 Lap,11,1
1085,2018,19,+2 Laps,12,10
1086,2018,19,+3 Laps,13,1
1087,2018,19,Suspension,22,1
1088,2018,19,Brakes,23,1
1089,2018,20,Finished,1,9
1090,2018,20,Collision,4,1
1091,2018,20,+1 Lap,11,6
1092,2018,20,+2 Laps,12,3
1093,2018,20,Overheating,25,1
1094,2018,21,Finished,1,8
1095,2018,21,Collision,4,1
1096,2018,21,Engine,5,2
1097,2018,21,+1 Lap,11,7
1098,2018,21,Power loss,75,2
1099,2019,1,Finished,1,6
1100,2019,1,Engine,5,1
1101,2019,1,+1 Lap,11,9
1102,2019,1,+2 Laps,12,1
1103,2019,1,+3 Laps,13,1
1104,2019,1,Wheel,36,1
1105,2019,1,Damage,137,1
1106,2019,2,Finished,1,11
1107,2019,2,Engine,5,1
1108,2019,2,+1 Lap,11,4
1109,2019,2,+2 Laps,12,1
1110,2019,2,Retired,31,1
1111,2019,2,Out of fuel,60,1
1112,2019,2,Collision damage,130,1
1113,2019,3,Finished,1,6
1114,2019,3,Collision,4,2
1115,2019,3,+1 Lap,11,9
1116,2019,3,+2 Laps,12,2
1117,2019,3,Power Unit,131,1
1118,2019,4,Finished,1,9
1119,2019,4,Collision,4,2
1120,2019,4,Transmission,7,1
1121,2019,4,+1 Lap,11,5
1122,2019,4,+2 Laps,12,2
1123,2019,4,Brakes,23,1
1124,2019,5,Finished,1,16
1125,2019,5,Collision,4,2
1126,2019,5,+1 Lap,11,2
1127,2019,6,Finished,1,11
1128,2019,6,Collision,4,1
1129,2019,6,+1 Lap,11,7
1130,2019,6,+2 Laps,12,1
1131,2019,7,Finished,1,5
1132,2019,7,+1 Lap,11,10
1133,2019,7,+2 Laps,12,2
1134,2019,7,+3 Laps,13,1
1135,2019,7,Suspension,22,1
1136,2019,7,Collision damage,130,1
1137,2019,8,Finished,1,6
1138,2019,8,+1 Lap,11,11
1139,2019,8,+2 Laps,12,2
1140,2019,8,Retired,31,1
1141,2019,9,Finished,1,5
1142,2019,9,+1 Lap,11,12
1143,2019,9,+2 Laps,12,2
1144,2019,9,+3 Laps,13,1
1145,2019,10,Finished,1,13
1146,2019,10,Collision,4,2
1147,2019,10,+1 Lap,11,4
1148,2019,10,Spun off,20,1
1149,2019,11,Finished,1,13
1150,2019,11,Accident,3,3
1151,2019,11,Collision,4,1
1152,2019,11,Spun off,20,1
1153,2019,11,Exhaust,43,1
1154,2019,11,Power loss,75,1
1155,2019,12,Finished,1,4
1156,2019,12,+1 Lap,11,10
1157,2019,12,+2 Laps,12,4
1158,2019,12,+3 Laps,13,1
1159,2019,12,Water pressure,34,1
1160,2019,13,Finished,1,10
1161,2019,13,Accident,3,2
1162,2019,13,Engine,5,1
1163,2019,13,+1 Lap,11,6
1164,2019,13,Power loss,75,1
1165,2019,14,Finished,1,8
1166,2019,14,Engine,5,1
1167,2019,14,Hydraulics,9,1
1168,2019,14,+1 Lap,11,8
1169,2019,14,+2 Laps,12,1
1170,2019,14,Wheel,36,1
1171,2019,15,Finished,1,17
1172,2019,15,Collision,4,2
1173,2019,15,Engine,5,1
1174,2019,16,Finished,1,15
1175,2019,16,Collision,4,2
1176,2019,16,Brakes,23,2
1177,2019,16,Power loss,75,1
1178,2019,17,Finished,1,5
1179,2019,17,Disqualified,2,2
1180,2019,17,+1 Lap,11,10
1181,2019,17,+2 Laps,12,2
1182,2019,17,Brakes,23,1
1183,2019,18,Finished,1,8
1184,2019,18,+1 Lap,11,6
1185,2019,18,+2 Laps,12,4
1186,2019,18,Overheating,25,1
1187,2019,18,Withdrew,54,1
1188,2019,19,Finished,1,7
1189,2019,19,+1 Lap,11,8
1190,2019,19,+2 Laps,12,1
1191,2019,19,Suspension,22,2
1192,2019,19,Brakes,23,1
1193,2019,19,Oil leak,44,1
1194,2019,20,Finished,1,15
1195,2019,20,Collision,4,2
1196,2019,20,+1 Lap,11,1
1197,2019,20,Suspension,22,1
1198,2019,20,Power Unit,131,1
1199,2019,21,Finished,1,6
1200,2019,21,+1 Lap,11,11
1201,2019,21,+2 Laps,12,2
1202,2019,21,Brakes,23,1
1203,2020,1,Finished,1,11
1204,2020,1,Engine,5,1
1205,2020,1,Suspension,22,1
1206,2020,1,Brakes,23,2
1207,2020,1,Overheating,25,1
1208,2020,1,Fuel pressure,32,1
1209,2020,1,Wheel,36,1
1210,2020,1,Electronics,40,2
1211,2020,2,Finished,1,8
1212,2020,2,+1 Lap,11,7
1213,2020,2,+2 Laps,12,2
1214,2020,2,Overheating,25,1
1215,2020,2,Collision damage,130,2
1216,2020,3,Finished,1,5
1217,2020,3,Engine,5,1
1218,2020,3,+1 Lap,11,13
1219,2020,3,+5 Laps,15,1
1220,2020,4,Finished,1,16
1221,2020,4,Accident,3,1
1222,2020,4,Collision,4,1
1223,2020,4,+1 Lap,11,1
1224,2020,4,Power Unit,131,1
1225,2020,5,Finished,1,13
1226,2020,5,+1 Lap,11,6
1227,2020,5,Retired,31,1
1228,2020,6,Finished,1,3
1229,2020,6,+1 Lap,11,14
1230,2020,6,+2 Laps,12,2
1231,2020,6,Electronics,40,1
1232,2020,7,Finished,1,17
1233,2020,7,Accident,3,1
1234,2020,7,Exhaust,43,1
1235,2020,7,Debris,138,1
1236,2020,8,Finished,1,16
1237,2020,8,Accident,3,1
1238,2020,8,Brakes,23,1
1239,2020,8,Power Unit,131,2
1240,2020,9,Finished,1,12
1241,2020,9,Collision,4,6
1242,2020,9,Brakes,23,1
1243,2020,9,Puncture,29,1
1244,2020,10,Finished,1,10
1245,2020,10,Accident,3,1
1246,2020,10,Collision,4,1
1247,2020,10,+1 Lap,11,8
1248,2020,11,Finished,1,15
1249,2020,11,Collision,4,1
1250,2020,11,Gearbox,6,1
1251,2020,11,Radiator,21,1
1252,2020,11,Power Unit,131,2
1253,2020,12,Finished,1,4
1254,2020,12,+1 Lap,11,13
1255,2020,12,+2 Laps,12,2
1256,2020,12,Collision damage,130,1
1257,2020,13,Finished,1,15
1258,2020,13,Accident,3,1
1259,2020,13,Gearbox,6,1
1260,2020,13,Puncture,29,1
1261,2020,13,Water pressure,34,1
1262,2020,13,Illness,139,1
1263,2020,14,Finished,1,10
1264,2020,14,Gearbox,6,1
1265,2020,14,+1 Lap,11,6
1266,2020,14,Withdrew,54,1
1267,2020,14,Collision damage,130,2
1268,2020,15,Finished,1,9
1269,2020,15,Collision,4,2
1270,2020,15,Engine,5,1
1271,2020,15,+1 Lap,11,8
1272,2020,16,Finished,1,17
1273,2020,16,Accident,3,1
1274,2020,16,Collision,4,1
1275,2020,16,Engine,5,1
1276,2020,17,Finished,1,10
1277,2020,17,Transmission,7,1
1278,2020,17,+1 Lap,11,8
1279,2020,17,+2 Laps,12,1
1280,2021,1,Finished,1,11
1281,2021,1,Accident,3,1
1282,2021,1,+1 Lap,11,5
1283,2021,1,Brakes,23,1
1284,2021,1,Retired,31,2
1285,2021,2,Finished,1,13
1286,2021,2,Collision,4,3
1287,2021,2,Gearbox,6,1
1288,2021,2,+1 Lap,11,1
1289,2021,2,+2 Laps,12,2
1290,2021,3,Finished,1,11
1291,2021,3,+1 Lap,11,5
1292,2021,3,+2 Laps,12,3
1293,2021,3,Collision damage,130,1
1294,2021,4,Finished,1,7
1295,2021,4,Electrical,10,1
1296,2021,4,+1 Lap,11,10
1297,2021,4,+2 Laps,12,2
1298,2021,5,Finished,1,7
1299,2021,5,+1 Lap,11,9
1300,2021,5,+3 Laps,13,2
1301,2021,5,Driveshaft,30,1
1302,2021,5,Wheel nut,61,1
1303,2021,6,Finished,1,16
1304,2021,6,Accident,3,2
1305,2021,6,Gearbox,6,1
1306,2021,6,Turbo,101,1
1307,2021,7,Finished,1,11
1308,2021,7,+1 Lap,11,9
1309,2021,8,Finished,1,4
1310,2021,8,Collision,4,1
1311,2021,8,Engine,5,1
1312,2021,8,+1 Lap,11,11
1313,2021,8,+2 Laps,12,1
1314,2021,8,+3 Laps,13,2
1315,2021,9,Finished,1,9
1316,2021,9,Collision,4,2
1317,2021,9,+1 Lap,11,7
1318,2021,9,+2 Laps,12,2
1319,2021,10,Finished,1,11
1320,2021,10,Collision,4,1
1321,2021,10,+1 Lap,11,7
1322,2021,10,Retired,31,1
1323,2021,11,Finished,1,9
1324,2021,11,Disqualified,2,1
1325,2021,11,Collision,4,6
1326,2021,11,+1 Lap,11,4
1327,2021,12,Finished,1,20
1328,2021,13,Finished,1,3
1329,2021,13,Gearbox,6,1
1330,2021,13,Hydraulics,9,1
1331,2021,13,+1 Lap,11,8
1332,2021,13,+2 Laps,12,5
1333,2021,13,+3 Laps,13,1
1334,2021,13,Power Unit,131,1
1335,2021,14,Finished,1,15
1336,2021,14,Collision,4,2
1337,2021,14,Suspension,22,1
1338,2021,14,Brakes,23,1
1339,2021,14,Power Unit,131,1
1340,2021,15,Finished,1,11
1341,2021,15,Accident,3,1
1342,2021,15,+1 Lap,11,6
1343,2021,15,+2 Laps,12,1
1344,2021,15,Oil leak,44,1
1345,2021,16,Finished,1,9
1346,2021,16,+1 Lap,11,9
1347,2021,16,+2 Laps,12,2
1348,2021,17,Finished,1,8
1349,2021,17,+1 Lap,11,7
1350,2021,17,+2 Laps,12,2
1351,2021,17,Suspension,22,1
1352,2021,17,Mechanical,26,1
1353,2021,17,Rear wing,65,1
1354,2021,18,Finished,1,5
1355,2021,18,Collision,4,2
1356,2021,18,+1 Lap,11,8
1357,2021,18,+2 Laps,12,4
1358,2021,18,+3 Laps,13,1
1359,2021,19,Finished,1,6
1360,2021,19,+1 Lap,11,10
1361,2021,19,+2 Laps,12,2
1362,2021,19,Power loss,75,1
1363,2021,19,Collision damage,130,1
1364,2021,20,Finished,1,8
1365,2021,20,+1 Lap,11,8
1366,2021,20,+2 Laps,12,2
1367,2021,20,Puncture,29,1
1368,2021,20,Damage,137,1
1369,2021,21,Finished,1,12
1370,2021,21,Accident,3,1
1371,2021,21,Collision,4,3
1372,2021,21,+1 Lap,11,3
1373,2021,21,Collision damage,130,1
1374,2021,22,Finished,1,11
1375,2021,22,Accident,3,1
1376,2021,22,Engine,5,1
1377,2021,22,Gearbox,6,2
1378,2021,22,+1 Lap,11,3
1379,2021,22,Brakes,23,1
1380,2021,22,Illness,139,1
1381,2022,1,Finished,1,17
1382,2022,1,Fuel pressure,32,2
1383,2022,1,Power Unit,131,1
1384,2022,2,Finished,1,12
1385,2022,2,Accident,3,1
1386,2022,2,Gearbox,6,1
1387,2022,2,+1 Lap,11,1
1388,2022,2,Withdrew,54,1
1389,2022,2,Water pump,103,1
1390,2022,2,Collision damage,130,1
1391,2022,2,Power Unit,131,1
1392,2022,2,Cooling system,141,1
1393,2022,3,Finished,1,12
1394,2022,3,Accident,3,1
1395,2022,3,+1 Lap,11,5
1396,2022,3,Spun off,20,1
1397,2022,3,Fuel leak,95,1
1398,2022,4,Finished,1,9
1399,2022,4,Collision,4,1
1400,2022,4,+1 Lap,11,9
1401,2022,4,Collision damage,130,1
1402,2022,5,Finished,1,15
1403,2022,5,Collision,4,2
1404,2022,5,Suspension,22,1
1405,2022,5,Front wing,33,1
1406,2022,5,Water leak,47,1
1407,2022,6,Finished,1,8
1408,2022,6,+1 Lap,11,7
1409,2022,6,+2 Laps,12,3
1410,2022,6,Power loss,75,1
1411,2022,6,Turbo,101,1
1412,2022,7,Finished,1,14
1413,2022,7,Accident,3,1
1414,2022,7,+1 Lap,11,3
1415,2022,7,Mechanical,26,1
1416,2022,7,Water pressure,34,1
1417,2022,8,Finished,1,10
1418,2022,8,Hydraulics,9,2
1419,2022,8,+1 Lap,11,5
1420,2022,8,Vibrations,76,1
1421,2022,8,Power Unit,131,2
1422,2022,9,Finished,1,17
1423,2022,9,Accident,3,1
1424,2022,9,Engine,5,1
1425,2022,9,Gearbox,6,1
1426,2022,10,Finished,1,14
1427,2022,10,Collision,4,3
1428,2022,10,Gearbox,6,1
1429,2022,10,Fuel pump,48,1
1430,2022,10,Collision damage,130,1
1431,2022,11,Finished,1,5
1432,2022,11,+1 Lap,11,12
1433,2022,11,Collision damage,130,1
1434,2022,11,Power Unit,131,1
1435,2022,11,Undertray,140,1
1436,2022,12,Finished,1,15
1437,2022,12,Accident,3,1
1438,2022,12,+6 Laps,16,1
1439,2022,12,Collision damage,130,2
1440,2022,12,Undertray,140,1
1441,2022,13,Finished,1,7
1442,2022,13,+1 Lap,11,11
1443,2022,13,+2 Laps,12,1
1444,2022,13,Power Unit,131,1
1445,2022,14,Finished,1,15
1446,2022,14,Accident,3,1
1447,2022,14,+1 Lap,11,3
1448,2022,14,Collision damage,130,1
1449,2022,15,Finished,1,17
1450,2022,15,Engine,5,1
1451,2022,15,+1 Lap,11,1
1452,2022,15,Differential,24,1
1453,2022,16,Finished,1,12
1454,2022,16,Engine,5,2
1455,2022,16,+1 Lap,11,4
1456,2022,16,Water pressure,34,1
1457,2022,16,Oil leak,44,1
1458,2022,17,Finished,1,12
1459,2022,17,Accident,3,1
1460,2022,17,Collision,4,1
1461,2022,17,Engine,5,2
1462,2022,17,+1 Lap,11,1
1463,2022,17,+2 Laps,12,1
1464,2022,17,Collision damage,130,2
1465,2022,18,Finished,1,18
1466,2022,18,Accident,3,1
1467,2022,18,Hydraulics,9,1
1468,2022,19,Finished,1,17
1469,2022,19,Collision,4,1
1470,2022,19,Spun off,20,1
1471,2022,19,Collision damage,130,1
1472,2022,20,Finished,1,6
1473,2022,20,Engine,5,1
1474,2022,20,+1 Lap,11,11
1475,2022,20,+2 Laps,12,1
1476,2022,20,Collision damage,130,1
1477,2022,21,Finished,1,16
1478,2022,21,Collision,4,2
1479,2022,21,Gearbox,6,1
1480,2022,21,+1 Lap,11,1
1481,2022,22,Finished,1,11
1482,2022,22,Hydraulics,9,1
1483,2022,22,+1 Lap,11,6
1484,2022,22,Water leak,47,1
1485,2022,22,Collision damage,130,1
